overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,image,style
5,True,"07 25, 2017",A2A8D8EFE6FP3Y,B00008RCN8,Mitch Driver,"Such a reliably delicious flavor. Order, order, order!",Five Stars,1500940800,,,{'Flavor:': ' Wintermint'}
5,True,"07 24, 2017",AATW8OJD11V50,B00008RCN8,Pink,"Love, love Orbit fruit flavored gum. This is a great value",Great value,1500854400,,,{'Flavor:': ' Strawberry'}
5,True,"07 23, 2017",A3IGOD6UUCM6U2,B00008RCN8,SkyPanther and Dogman,"This gum tastes like the gum I chewed when I was a kid, without all the sugar.  Hard to blow bubbles with, but that's expected with Orbit gum. Getting too old to blow bubbles anyways",I love gum!,1500768000,,,{'Flavor:': ' Bubblemint'}
1,True,"07 22, 2017",A2N5VN466A0Q7B,B00008RCN8,Kindle Customer,Lousy flavor. Doesn't taste at all like spearment. Was offered another order of spearment.  Could you send me Doublemint instead of Spearment?,Doesn't taste at all like spearment. Was offered another order of spearment,1500681600,,,{'Flavor:': ' Spearmint'}
5,False,"07 12, 2017",A3LELZJC6Z98H9,B00008RCN8,TK,My favorite gum! not too strong but gets the job done and lasts a long time!,Five Stars,1499817600,,,
5,True,"07 9, 2017",AP179VIK7DCPF,B00008RCN8,alex kemppel,amazing deal,Five Stars,1499558400,,,{'Flavor:': ' Wintermint'}
3,False,"07 9, 2017",A61UQN8QS0QZ2,B00008RCN8,Jason L. Tinurelli,Been chewing this stuff forever.  I happened to notice that it is now genetically modified organism on the actual box.  I google it and its using a gmo soy product.  I'm out.,GMO product,1499558400,,,{'Flavor:': ' Wintermint'}
5,True,"07 7, 2017",A26M8U9LM656IF,B00008RCN8,Lisa Peat,"I've been having this gum delivered for a while now, the last batch I opened is awful. Stale and old?? What the heck?",I've been having this gum delivered for a while now ...,1499385600,,,{'Flavor:': ' Bubblemint'}
5,True,"07 6, 2017",AFAWTIZB1H14D,B00008RCN8,Meli Sue,"Minty, did its job",Five Stars,1499299200,,,
5,True,"07 2, 2017",A3M7KDLS3NGWJ4,B00008RCN8,Amazon Customer,It's gum!,Five Stars,1498953600,,,
5,True,"06 24, 2017",A2ZUMWDA8IJJM3,B00008RCN8,Joycelyn O,Good and fresh.,A-okay,1498262400,,,{'Flavor:': ' Cinnamon'}
5,True,"06 23, 2017",A34YY6QLCU2ZBW,B00008RCN8,Philis Heldstab,I am well satisfied with this gum.  I have bought this gum for many years and will continue so in the future!,I am well satisfied with this gum,1498176000,,,{'Flavor:': ' Wintermint'}
1,True,"06 11, 2017",A2HV18SPMIILUT,B00008RCN8,Matthew,"So when I first stated to order this gum it came with 2 12 count boxes that made the price very good but in the last 2 shipments I have received from amazon only one case has come in that means they have doubled the price of the gum it is now cheaper and better for me to buy my gum from Wal Mart cause even driving there to buy 12 packs of gum is still cheaper them buying it from amazon if I get nothing else there.

this is very disappointing of you amazon",dont waste your money on this from amazon,1497139200,6,,{'Flavor:': ' Bubblemint'}
5,True,"06 9, 2017",A384BC8CZA03JX,B00008RCN8,Amazon Customer,Awesome gum that keeps flavor. Comes in box like the picture shows. 12 packs at $13.68 works out to $1.14 per pack which is much cheaper than at a convenience store.,Awesome gum that keeps flavor,1496966400,,,{'Flavor:': ' Strawberry'}
4,True,"05 18, 2017",A17CHIBVEWDWEC,B00008RCN8,customer,Excellent product rarely avaible at the drug store.  highly recommended,ecommended,1495065600,,,{'Flavor:': ' Strawberry'}
5,True,"05 12, 2017",A1CKAZZ3Z647NA,B00008RCN8,FJL,I found I was buying this at the grocery store frequently and decided it would be more cost effective to buy this large package on Amazon.  Wonderful idea!,Delicious sugarfree gum,1494547200,,,{'Flavor:': ' Spearmint'}
5,True,"05 12, 2017",A2P76KE1AA6XYP,B00008RCN8,Chris Morris,Great tasting gum. Was very happy that EACH PACKAGE WAS INDIVIDUALLY WRAPPED IN PLASTIC ! Keeps each pack fresh.,Each Package Wrapped In Plastic,1494547200,,,{'Flavor:': ' Citrus Remix'}
5,True,"05 9, 2017",A3D4BF5QCSZSMA,B00008RCN8,Josephine,This is the product I often chew. Nothing special about it but it is what it is. No complains so far,Good as it is advertised,1494288000,,,{'Flavor:': ' Cinnamon'}
5,True,"05 4, 2017",A2M4ROPYQ1QRZT,B00008RCN8,Amazon Customer,My spouse was meant to order more.,My nighttime dessert,1493856000,,,{'Flavor:': ' Cinnamon'}
5,True,"04 24, 2017",A33NEOXT8MP1N4,B00008RCN8,Diane Madill,A favorite flavor,Love Orbit,1492992000,,,{'Flavor:': ' Strawberry'}
5,True,"04 18, 2017",A3EY285HUD4OPT,B00008RCN8,Amazon Customer,Super tasty!,Five Stars,1492473600,,,{'Flavor:': ' Sweetmint'}
5,True,"04 15, 2017",A3VBV0SY31K4VM,B00008RCN8,Endevour32,"Very nice, tastes great",Nice,1492214400,,,{'Flavor:': ' Strawberry'}
5,False,"04 14, 2017",A3GOD00UU5GILM,B00008RCN8,Leizann,out of this world,Five Stars,1492128000,,,
2,False,"04 13, 2017",A1BKY0YF63V7BD,B00008RCN8,Tori,Flavor is good but doesn't last but for maybe an hour.  Won't be buying again.,Short-lived flavor,1492041600,,,{'Flavor:': ' Sweetmint'}
5,True,"04 13, 2017",AB4DWQWYKV6VM,B00008RCN8,Andrew Cieslinski,Hard to beat the price. Arrived quickly and exactly as shown.,Five Stars,1492041600,,,{'Flavor:': ' Wintermint'}
5,True,"04 7, 2017",A15J6NDRP4930P,B00008RCN8,Laura A. Preston,My favorite flavor of orbit gum-price for 24 pack less than grocery store and love the large quantity- I order 2x a month so I never run out- less than a dollar a pack.,24'pack of Orbit Bubblemint,1491523200,,,{'Flavor:': ' Bubblemint'}
5,True,"04 6, 2017",AXW1B9CD8IA2F,B00008RCN8,Horseyone69,my favorite wonderful flavor,love this,1491436800,,,{'Flavor:': ' Strawberry'}
5,True,"04 2, 2017",A1FEFNV8UAOOGE,B00008RCN8,Anthony P. Cassata,Superior mint flavor that lasts a long time.,Five Stars,1491091200,,,{'Flavor:': ' Wintermint'}
5,True,"04 1, 2017",A14GQXHFOYB1P1,B00008RCN8,Leonel Teran,this is good!,Five Stars,1491004800,,,
5,True,"03 24, 2017",A37HDMGHRTGCLA,B00008RCN8,Amazon Customer,Grandson love them,recommend,1490313600,,,
5,True,"03 24, 2017",A891SBC6MFJKF,B00008RCN8,Tom Steudle,Best. Gum. Ever.,Best,1490313600,,,{'Flavor:': ' Strawberry'}
5,True,"03 21, 2017",AH023JJ5Y4S75,B00008RCN8,richard,"Yum yum, gum gum",Five Stars,1490054400,,,
5,True,"03 21, 2017",A3UB9LXX3HSWYX,B00008RCN8,LAW,My order arrived quickly and fresh!  Excited to receive as this product is no longer available in my area.,Five Stars,1490054400,,,{'Flavor:': ' Cinnamon'}
4,False,"03 16, 2017",A197YFU546154U,B00008RCN8,Michelle,as expected,Four Stars,1489622400,,,{'Flavor:': ' Sweetmint'}
5,True,"03 15, 2017",A9E705EVSBQ0I,B00008RCN8,Amazon Customer,Great Product!,Five Stars,1489536000,,,
5,True,"03 9, 2017",A3DJCF0B9AHLW0,B00008RCN8,Brian J. Poirier,"Love the citrus flavor, good price too.",Five Stars,1489017600,,,{'Flavor:': ' Citrus Remix'}
5,True,"03 9, 2017",A2R5PBDXF411JL,B00008RCN8,Kathleen S.,Thumbs up,Yumm,1489017600,,,{'Flavor:': ' Spearmint'}
5,True,"03 8, 2017",A30K8J5C7LVW7Y,B00008RCN8,H. Jax,Best!,Five Stars,1488931200,,,{'Flavor:': ' Cinnamon'}
5,True,"03 6, 2017",AL0RJQJPYQSMT,B00008RCN8,C. M. Barrett,"My favorite gum, and this isn't a bad price.",Good price,1488758400,,,{'Flavor:': ' Wintermint'}
5,True,"02 28, 2017",AYXHXG5U5GLIU,B00008RCN8,Eka Zhorzholiani,very good and very Tasty,Five Stars,1488240000,,,{'Flavor:': ' Strawberry'}
5,True,"02 22, 2017",A12FLMSWRKK2IK,B00008RCN8,Linda,"My daughter and her boyfriend both really like this gum, won't chew anyother",Five Stars,1487721600,,,
5,True,"02 21, 2017",A2P2W7B1IKZ3CN,B00008RCN8,Carol,AWESOME PRODUCT,Five Stars,1487635200,,,
5,True,"02 16, 2017",A15NZWFG1WH9M4,B00008RCN8,Kendra Wilson,Great price per pack,Five Stars,1487203200,,,{'Flavor:': ' Wintermint'}
1,True,"02 13, 2017",A3DHJAOQISA5R,B00008RCN8,Wendy Fuller,"Ordered two 12-packs, only received one 12-pack",One Star,1486944000,2,,{'Flavor:': ' Wintermint'}
1,True,"02 12, 2017",A2OFMJ7PFS1S9A,B00008RCN8,Amazon Customer,"Was supposed to receive two packs, only got one.",Only Half the Order.,1486857600,2,,{'Flavor:': ' Sweetmint'}
1,True,"02 2, 2017",AOPU5XXTXP1I,B00008RCN8,jelibean,"This item just came in today and it's supposed to have 2, 12 packs of gum. I only recieved 1 pack. I paid for 2",Didnt recieve 2 pack only 1,1485993600,3,,{'Flavor:': ' Wintermint'}
5,True,"01 20, 2017",A3GTUUZCTUP284,B00008RCN8,The Studio Performing Arts,PERFECT!,Five Stars,1484870400,,,{'Flavor:': ' Wintermint'}
5,True,"01 19, 2017",A2FXIL0Y6TUN6D,B00008RCN8,CH,Solid strawberry gum,Five Stars,1484784000,,,{'Flavor:': ' Strawberry'}
5,True,"01 17, 2017",A24HHT92666U8B,B00008RCN8,Diane Thompson,"Still working away on it.  I Love it.  Can't live w/o it.  Nice to have around when you need to eat, but you don't want the calories of a complete meal.",My kind of snack & pleant breath maker,1484611200,,,{'Flavor:': ' Sweetmint'}
2,True,"01 17, 2017",A25K5I5YZ0MLLP,B00008RCN8,Casey,"Received the wrong flavor. Quite disappointing, but it is still <$1 a pack for peppermint flavor so it remains a solid deal. Should have returned it but it did show up exactly when I needed gum.","Shipped incorrect flavor, still excellent value.",1484611200,,,{'Flavor:': ' Sweetmint'}
5,True,"01 15, 2017",A1UK631UOO4FLE,B00008RCN8,Calvin Liu,Soft yet long lasting flavor.,Five Stars,1484438400,,,
5,True,"01 11, 2017",A30VWT3R25QAVD,B00008RCN8,THE-DEADLY-DOG,"The Orbit bubblemint sugarfree gum is a nice small container that can fit in just about all situations and provide you with plenty of gum to last for a while. The gum itself comes in the usual small rectangular shapes and typically I found lasted about an hour or so of constant chewing. For the price and amount of gum you really can't go wrong if you like bubblemint flavor.

5 Tasty Stars out of 5!","Good Price, Good Flavor, Good Value",1484092800,,,
5,True,"01 11, 2017",A15A9TOWP84RRG,B00008RCN8,Doris,Can't get it in the store. favorite cinnamon gum,favorite cinnamon,1484092800,,,{'Flavor:': ' Cinnamon'}
5,True,"01 10, 2017",A32Y8WL3YHQCD7,B00008RCN8,Wyatt H.,"My favorite gum in a convenient, decently priced package.",Five Stars,1484006400,,,{'Flavor:': ' Wintermint'}
5,True,"01 10, 2017",A3IQQR5U02OB3C,B00008RCN8,PF,Great! Only place I've been able to find this flavor. Fresh.,Five Stars,1484006400,,,{'Flavor:': ' Citrus Remix'}
4,True,"01 6, 2017",A13C3Z9N7XIWKB,B00008RCN8,Jim,No issue,Four Stars,1483660800,,,
5,True,"01 4, 2017",A3GJP8QAUENGG1,B00008RCN8,Ivan R.,Great value! The gum has a nice flavor and lasts a good amount of time (starts to get hard in over an hour). Only downside is the shape of container can be awkward if it's in a small purse. Overall it's a great deal and gum!,Great gum and deal,1483488000,,,
5,True,"01 3, 2017",A3UOI1TMY4MGDA,B00008RCN8,alex,Great product!,Five Stars,1483401600,,,
5,False,"01 1, 2017",AQLTRESSBZV15,B00008RCN8,Roger Hargett,Receive what was expected,Good Stuff,1483228800,,,{'Flavor:': ' Bubblemint'}
5,True,"12 31, 2016",AYUBI12OB2ROM,B00008RCN8,Nicholaus Aron Kirk,It's gum,Five Stars,1483142400,,,{'Flavor:': ' Spearmint'}
5,True,"12 30, 2016",ANH1FMIWZ2B2Z,B00008RCN8,Mike McGowan,What can I say great tasting gum at a good price and plenty to keep me (a chain-chewer-LOL) in stock,Regular purchase of a good deal,1483056000,,,{'Flavor:': ' Wintermint'}
5,True,"12 28, 2016",A2GQNDOKXP8WRG,B00008RCN8,Skye Sirios,Favortie!,Five Stars,1482883200,,,{'Flavor:': ' Wintermint'}
5,False,"12 22, 2016",A3K9EXLYOUDP5B,B00008RCN8,KISS SPACEMAN FANGIRL,"I got this as a free sample from orbit and pinch me and it's VERY delicious!
I definitely recommend it to everyone!",I definitely recommend it to everyone,1482364800,,,
2,True,"12 18, 2016",AH7JV8PIIFR8V,B00008RCN8,Bluediamondxoxo,The flavor of this gum is great.  I love it.  However I expect my gum to maintain a flavor for longer than 5 minutes.  That's not an exaggeration.  I won't buy this again.,The flavor of this gum is great. I love it,1482019200,,,
5,True,"12 18, 2016",A1Q1BVGGLX9JXW,B00008RCN8,Amazon Customer,My favorite flavor just arrived in time to save my holiday cravings and breath for family encounters! Arrived quickly in sturdy packaging at such a great price!,My favorite flavor just arrived in time to save my holiday ...,1482019200,,,{'Flavor:': ' Strawberry'}
5,True,"12 14, 2016",A2WP9Z7BIC2FAD,B00008RCN8,Claudia Kulik,thank you,Five Stars,1481673600,,,{'Flavor:': ' Strawberry'}
5,True,"12 9, 2016",A18YBNRTPHN256,B00008RCN8,Amazon Customer,Love this gum!,Five Stars,1481241600,,,{'Flavor:': ' Strawberry'}
5,True,"12 8, 2016",A1QLQU7FE59HFI,B00008RCN8,Amazon Customer,Good product! Just as advertised,Five Stars,1481155200,,,
5,True,"12 7, 2016",A1O92609QO12QL,B00008RCN8,ed,GREAT GUM...PLEASED ED,ORBIT GUM,1481068800,,,
5,True,"12 2, 2016",AIDCF80ZT350H,B00008RCN8,Kat,My favorite gum,Five Stars,1480636800,,,{'Flavor:': ' Sweetmint'}
4,True,"12 2, 2016",AB9NAY0IDHWJ,B00008RCN8,R.J.,"I'm literally a gum fend when I'm driving long distances so these definitely fit the bill.  I think the only thing I don't like is that when I get rid of the gum, it sticks to my back teeth.",Its a good flavored gum.,1480636800,,,
1,True,"11 30, 2016",A3CP9LMG5SM5KK,B00008RCN8,foofoo,Tastes like jello,Bleh,1480464000,,,{'Flavor:': ' Strawberry'}
5,False,"10 28, 2016",A3BKMX07B7YVZG,B00008RCN8,Lori A,Best flavor. Not too minty and not disgustingly sweet.,Longlasting Flavor,1477612800,,,{'Flavor:': ' Sweetmint'}
5,True,"10 24, 2016",A2UJ094Q7LODFR,B00008RCN8,Gregory Helgerson,Great price,Five Stars,1477267200,,,{'Flavor:': ' Strawberry'}
5,True,"10 18, 2016",A1MAIJIIH41M7C,B00008RCN8,Momof3,Great price!,Five Stars,1476748800,,,{'Flavor:': ' Spearmint'}
5,True,"10 10, 2016",A3AE3GWRZJQTCT,B00008RCN8,Brenda,Love cinnamon gum!,Five Stars,1476057600,,,{'Flavor:': ' Cinnamon'}
5,True,"09 28, 2016",A12X0BBZAIVSHU,B00008RCN8,J. Angelone,"Only gum we chew, only buy on Amazon. Great price.",Great price.,1475020800,,,{'Flavor:': ' Wintermint'}
5,True,"09 23, 2016",A1EYUTW8EYXWPB,B00008RCN8,Travis R.,my favorite gum!,Five Stars,1474588800,,,{'Flavor:': ' Spearmint'}
5,True,"09 11, 2016",A2PZKAUCGV5GAQ,B00008RCN8,Nyoka,the product is at great price fast service,Five Stars,1473552000,,,{'Flavor:': ' Cinnamon'}
1,True,"09 10, 2016",A3NDCINUI72ZH1,B00008RCN8,Rosemarie Doran,Prefer the spearmint.,One Star,1473465600,,,{'Flavor:': ' Sweetmint'}
5,True,"09 9, 2016",AQ0BLG27DLQEW,B00008RCN8,#1 Science Fan,deelicious,Five Stars,1473379200,,,{'Flavor:': ' Wintermint'}
5,True,"09 7, 2016",AK5XJ1LFSZ864,B00008RCN8,HAPPY CAMPER,Really great taste that stays  Really great deal.,Five Stars,1473206400,,,{'Flavor:': ' Sweetmint'}
5,False,"08 31, 2016",A2J26SDATLDBZ4,B00008RCN8,Erika,I love Orbit and this is my favorite flavor. I like that you get a ton of gum in this package. I would definitely recommend it.,I love Orbit and this is my favorite flavor,1472601600,,,{'Flavor:': ' Wintermint'}
5,True,"08 29, 2016",A3FYOYJXZZTAPR,B00008RCN8,Midland C.,tastes great - freshens breath,Five Stars,1472428800,,,{'Flavor:': ' Sweetmint'}
1,True,"08 28, 2016",A3S188RCCQJ06S,B00008RCN8,Longcut,False Description Only Pack Of 12 Not 24,One Star,1472342400,,,{'Flavor:': ' Sweetmint'}
4,False,"08 21, 2016",A2Z0CO0ZJG8L6N,B00008RCN8,Barbara,good product,Four Stars,1471737600,,,{'Flavor:': ' Cinnamon'}
5,True,"08 13, 2016",AHKMV8ZGK9XX1,B00008RCN8,Moore5,The flavor of this gum is so good that I always buy it from Amazon in bulk!!  I've been buying this from Amazon for the last 3 years and I still love the flavor!,The flavor of this gum is so good that I always buy it from Amazon in bulk,1471046400,,,{'Flavor:': ' Sweetmint'}
5,True,"08 13, 2016",AMHDXB6C3ZV5B,B00008RCN8,Robbie Joshua,Great taste.,Five Stars,1471046400,,,{'Flavor:': ' Wintermint'}
5,True,"08 12, 2016",A3KKYLPPW64ZTP,B00008RCN8,Amazon Customer,"I was a little worried that the gum in this pack was going to be past its shelf life, as things sold in bulk like this sometimes are.  But I've been through three packs with no issues.  Great value!",Great value and not super old like I'd feared,1470960000,,,{'Flavor:': ' Wintermint'}
5,True,"08 7, 2016",A1W4KHDPDDGJT1,B00008RCN8,david lawlor,Excellent product,Five Stars,1470528000,,,{'Flavor:': ' Sweetmint'}
5,True,"07 23, 2016",A27HU9BEERFU7Q,B00008RCN8,Amazon Customer,Great price and great taste,Five Stars,1469232000,,,{'Flavor:': ' Sweetmint'}
5,True,"07 22, 2016",A85TDO60XKMB7,B00008RCN8,JB,"My favorite gum at a great price, what's more to like?",Five Stars,1469145600,,,{'Flavor:': ' Spearmint'}
5,True,"07 20, 2016",A2YBULSH3RVZKP,B00008RCN8,Ronald J Walsworth,"Fresh, very fresh gum.",Great gum!!,1468972800,,,{'Flavor:': ' Spearmint'}
5,True,"07 7, 2016",A1DIHQYQGDYM6R,B00008RCN8,LLouise,Great product great price. You can't go wrong.,Five Stars,1467849600,,,{'Flavor:': ' Spearmint'}
5,True,"07 7, 2016",A2NE3OICKP5J7,B00008RCN8,Amazon Customer,Favorite Gum of all time.,Addiction,1467849600,,,{'Flavor:': ' Sweetmint'}
5,True,"07 2, 2016",A1T2TAOHHO7A9Q,B00008RCN8,Butterfly,"Great gum, even better value!",Five Stars,1467417600,,,{'Flavor:': ' Spearmint'}
1,False,"06 27, 2016",AU7Y7K7JRAUHP,B00008RCN8,Judy,"This takes fake--just chewing chemicals.  I purchased this and I hate it.  After chewing for a while, a sour taste forms in your mouth.  The smell is awful.  My husband tried some.  I could smell it when he was sitting next to me.  I can also smell it in the package on my husband's night table.  It has been band from the bedroom.",It tastes and smells yucky,1466985600,,,{'Flavor:': ' Bubblemint'}
5,True,"06 25, 2016",A3RD03DY1UH3EE,B00008RCN8,Kindle Customer heatherina,Product as described,Five Stars,1466812800,,,{'Flavor:': ' Bubblemint'}
5,True,"06 21, 2016",A26DGGTP5OCKK,B00008RCN8,EJW,Tastes good and was cheap,it's gum!,1466467200,,,{'Flavor:': ' Wintermint'}
4,True,"06 14, 2016",A1NEJM0U9WERTX,B00008RCN8,Beckamazon,I didn't realize it was sugar free and price was only ok.,Ok,1465862400,,,{'Flavor:': ' Spearmint'}
5,True,"06 12, 2016",A37HF9HB7FYLV1,B00008RCN8,Jackoftrades,Good value and taste,Five Stars,1465689600,,,{'Flavor:': ' Spearmint'}
2,True,"06 12, 2016",A20O50LSRVGTBK,B00008RCN8,Alison M. Perch,Great tasting gum but what I noticed is it has a stake taste too it. Like it's been sitting on the shelf too long. Better off purchasing from a place like Costco or like a CVS.,Great flavor of gum but a stale taste,1465689600,,,{'Flavor:': ' Cinnamon'}
5,True,"06 6, 2016",A26H7BMZ0UJXIN,B00008RCN8,Anonymous,"it's gum, good price.",What can I say?,1465171200,,,
4,True,"06 2, 2016",A1INVGU62OTRTH,B00008RCN8,Casey,"Despite the aspartame I still really like this gum, just use sparingly as aspartame is toxic, but you so is fast food so choose your poison",Despite the toxic aspartame ...,1464825600,,,{'Flavor:': ' Sweetmint'}
1,True,"06 1, 2016",A392MAC36CSLZV,B00008RCN8,Brittany Bradberry,Gum tastes old and flavor was gone. Just buy at the grocery store that way you know it's fresh.,One Star,1464739200,,,
5,True,"05 31, 2016",A15ALSNHXGMXJU,B00008RCN8,Janice Crosby,Gum last and gets me through the day.,Five Stars,1464652800,,,
4,True,"05 31, 2016",A3AIGML9AT8TT4,B00008RCN8,C. Gallo,Good flavor for sugar free and low sodium too.,Four Stars,1464652800,,,
5,True,"05 28, 2016",A3AKK5CIMBS1XT,B00008RCN8,Debra Mastronardi,Great to have this box of gum available at home.  Kids love having this around during exam time,Five Stars,1464393600,,,{'Flavor:': ' Wintermint'}
5,True,"05 24, 2016",A2866X4VRWGEO8,B00008RCN8,J. Graham,"My family loves this Spearmint Orbit gum.
It lasts a long time even after chewing for a long time it still has flavor.
I love that Amazon offers great deals on items that my Family and I use. I took advantage of the $1.00 off coupon and also the reduced price adding this on to an existing order of $25 or more.
Gum came in individual sealed packs and in a box with a clear plastic cover..
I love to keep a pack in my purse and the car.
Gum was fresh and arrived with a clear expiration date of next year stamped on the box.
I purchased this item full price as described above. My opinions are my own and I was not compensated in any way for my thoughts.",Great deal on this 12 pack box of Spearmint gum,1464048000,,,{'Flavor:': ' Spearmint'}
5,True,"05 11, 2016",AP6MG3JE83807,B00008RCN8,bonniewerz,Jack's favorite gum,Five Stars,1462924800,,,{'Flavor:': ' Strawberry'}
5,True,"05 6, 2016",A15LGRH4YI31JH,B00008RCN8,Charles Cafferata,yummy and great price compared to individual pack price,Five Stars,1462492800,,,{'Flavor:': ' Bubblemint'}
5,True,"05 6, 2016",A2L8VNBXZE8573,B00008RCN8,Susan Miller,Great tasting sugarfree gum.,Five Stars,1462492800,,,{'Flavor:': ' Sweetmint'}
5,True,"05 6, 2016",A1GG3F12SWK8IG,B00008RCN8,Alicia,Exactly what I wanted and delivered timely.,Five Stars,1462492800,,,{'Flavor:': ' Wintermint'}
5,True,"04 28, 2016",A2SVAKD3VX797V,B00008RCN8,Mindy,It's my Favorite,Mmmmmm,1461801600,,,{'Flavor:': ' Strawberry'}
3,False,"04 26, 2016",A25N2HKVENJX4M,B00008RCN8,Stephanie,Great way to curve a ice chewing habit,Three Stars,1461628800,,,{'Flavor:': ' Bubblemint'}
5,True,"04 24, 2016",A1W5SYIHR2M9OT,B00008RCN8,Sid S,Love the flavour,Awesome,1461456000,,,{'Flavor:': ' Bubblemint'}
5,True,"04 24, 2016",A3ZURIKAII9BR,B00008RCN8,HeartsInTheSky,Exactly as described.,Five Stars,1461456000,,,{'Flavor:': ' Sweetmint'}
5,True,"04 21, 2016",A1WFKYJSE58UBQ,B00008RCN8,R. Eldard,My favorite gum.,Five Stars,1461196800,,,{'Flavor:': ' Bubblemint'}
5,True,"04 11, 2016",A3LDIGEB4WVHAY,B00008RCN8,Icecreamcherie,Love this stuff. Jaw gets tired before it runs out of flavor.,Five Stars,1460332800,,,{'Flavor:': ' Citrus Remix'}
5,False,"04 4, 2016",A78H4JPMDA1U2,B00008RCN8,Leah Michelle,great long lasting flavor. My husband and I go through gum like crazy while trying to avoid eating unhealthy foods and avoid eating out of boredom. This gum is great,great gum,1459728000,,,{'Flavor:': ' Sweetmint'}
5,True,"04 1, 2016",A16LRFJ4RXLYDY,B00008RCN8,Gary DZ,love this gum... Great Price. Fast Shipping.,Great Price. Fast Shipping.,1459468800,,,{'Flavor:': ' Bubblemint'}
4,False,"03 29, 2016",AB858U47HGU1Z,B00008RCN8,CRONY,LOVE THIS SUGAR FREE GUM,GREAT FLAVOR SUGAR FREE,1459209600,,,{'Flavor:': ' Sweetmint'}
3,True,"03 29, 2016",A28P7COCIY1D3J,B00008RCN8,Amazon Customer,good,Three Stars,1459209600,,,
5,False,"03 28, 2016",A28SR7LR35OQZE,B00008RCN8,torreyvest,"This is my favorite gum, it has the minty freshness to knock out food or coffee breath but the bubblegum flavor to make it taste good.  I keep this in my car always and never get tired of it.","This is my favorite gum, it has the minty freshness to knock ...",1459123200,,,
5,True,"03 13, 2016",A3P4LW81ZR69HO,B00008RCN8,Robin Owens,Love this gum it has great flavor and last for a while and makes great bubbles!,Five Stars,1457827200,,,
5,True,"03 8, 2016",A3M21Y70EZA1A3,B00008RCN8,Amazon Customer,Good purchase,Five Stars,1457395200,,,{'Flavor:': ' Bubblemint'}
5,False,"03 1, 2016",A1PVK1CT86ILZA,B00008RCN8,BillyGoats,12 Pack of Orbit Gum! You can't go wrong,Five Stars,1456790400,,,{'Flavor:': ' Sweetmint'}
3,True,"03 1, 2016",A12UXW8M8H30U6,B00008RCN8,Nicole,Good but flavor doesn't last long,Three Stars,1456790400,,,{'Flavor:': ' Strawberry'}
5,True,"03 1, 2016",A1FVOQ0DXXPB5C,B00008RCN8,Matt,It appeared to be in some promotional packaging but it was the same flavor.,Five Stars,1456790400,,,{'Flavor:': ' Wintermint'}
5,False,"02 27, 2016",AHSBCLQVGHLEZ,B00008RCN8,Dustin Cude,I love the flavor. We are huge gum chewers in my house and really no one ever complains about the kinds I buy but personally I thought it had a great flavor. Lasted about as long as any typical gum.,I love the flavor,1456531200,,,{'Flavor:': ' Bubblemint'}
2,True,"02 20, 2016",AS7OW6L5SFLOH,B00008RCN8,Sally C.,Received Peppermint instead of Bubblemint but decided not worth the hassle to return so just kept the wrong flavor.,Wrong flavor delivered,1455926400,,,{'Flavor:': ' Bubblemint'}
5,True,"02 19, 2016",AQGYTZ7SAF56G,B00008RCN8,Jennifer E Stevens,Who doesn't love gum?,Good buy,1455840000,,,{'Flavor:': ' Cinnamon'}
5,True,"02 18, 2016",AS6KRVXE3TUUQ,B00008RCN8,Indy Wiseman,Bought this as part of a surprise Amaxon box for our grands in Charlotte. They loved Orbit!,Grands love Orbit!,1455753600,,,
5,True,"02 18, 2016",AYKBS7CYF2HU9,B00008RCN8,patti gonis,I like Orbit winter mint gum,Five Stars,1455753600,,,{'Flavor:': ' Wintermint'}
5,True,"02 17, 2016",AKW5WFJ24WMW4,B00008RCN8,GAPEACH,I am addicted to this Bubblemint gum!,Love it!,1455667200,,,{'Flavor:': ' Bubblemint'}
5,True,"02 15, 2016",A13Y3TTF9LNWR,B00008RCN8,udoobu,Khan Lee is Awesome.,Khan Lee is Awesome.,1455494400,,,{'Flavor:': ' Strawberry'}
5,False,"02 12, 2016",A2L951W0EEXJGA,B00008RCN8,Samuel Swirsky,"I love this gum. The price value of the 55 count Bubblemint is surpassed only by its flavor. I like to keep these in my car for after meals or before going to work, meeting people etc... It is very refreshing and I have to try hard to not have too many in one day. In my experience these last a long time without losing their flavor as long as you keep the lid secured. I have had them after about a month and they are not stale. The flavor seems to last forever, even after 30 minutes to an hour.",Super Refreshing,1455235200,,,
5,True,"02 7, 2016",A3JRPFAE26K0M3,B00008RCN8,E. Cantu,"My go-to gum for a few years now. Popped this gum in my mouth one day walking though a club, feeling like a fish out of water, and within two minutes, I was tongue wrestling with some random girl, who asked me if she could kiss me, thank you very much. I didn't get her name though. Then I got home and found out I had mono. Just kidding on the mono part, but only that part.",feeling like a fish out of water,1454803200,2,,{'Flavor:': ' Bubblemint'}
5,True,"02 7, 2016",AHKCFTEFKQS24,B00008RCN8,PRAYAS S.,GOOD,Five Stars,1454803200,,,
5,True,"02 3, 2016",A35KDZ2KCNBF3F,B00008RCN8,craig moore,good,Five Stars,1454457600,,,{'Flavor:': ' Strawberry'}
