overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,style,image
5,,False,"05 4, 2011",A1F8F9TXMVCLKM,710402686X,CatherineA,I purchased this decal about two months ago.  It arrived super-quick and has been on my sons wall ever since!  I have had no problems with the stickiness as stated in other posts.  This decal looks as good today as the day I hung it.,Very nice looking!,1304467200,,
5,,True,"04 18, 2011",A2XP5LHBFWD2DM,710402686X,E. Konner,"Just bought this for my baby's nursery. Everybody who has seen it loves it.
It looks really adroable on the wall behind his crib.
Stickers works Great, I had no problem peeling off the wall to readjust position. Will highly recommend.",Adorable For Nursery Decoration,1303084800,{'Color:': ' Monkey Hanging Over Trees'},
1,,True,"04 13, 2011",A2AWM9YTBAUF2Z,710402686X,TAR in NY,"If I could give less than one star, I would.  This decal was horrible.  Rolled up immediately and fell off the wall.  Tried another sticker on another wall, same thing.  Cute, but not worth it.",Don't waste your money,1302652800,,
5,,False,"04 10, 2011",A1C4B8U6CGARBD,710402686X,jinxxie2008,i put this in my sons bathroom and its adorable. he loves it and so do i. I had no problem putting it on the wall and it was very easy to remove when i needed to reposition it. since putting it up i haven't had any problems with it not staying. definitely love this product.,love it!,1302393600,,
3,,False,"04 7, 2011",A1QNX7YCF4ZWHE,710402686X,Phoenix&#039;s Mom,"Item is pretty cute however doesn't stick very well even on a clean, dry wall. I have debated taking it down a few times because certain spots are peeling off and I feel like it looks kind of cheap. The baby likes to look at it while being changed though so for now the monkey still has his place on the wall.",Should stick better,1302134400,,
1,,False,"03 16, 2011",A2J0CAJH8T1AMC,710402686X,cttnavywife,i have textured walls but all the other wall stickers are fine on my walls. this started to fall off even before i was done putting it up!,fell off!!,1300233600,,
1,,False,"03 3, 2011",AB1ETLZJ903XW,710402686X,antonia440,"Several days after ordering this item I received an email informing me that the item is out of stock and will be for almost a month yet they are still selling this item as ""in stock"" on Amazon. Horrible seller!!",Seller sells item that is not in stock!,1299110400,{'Color:': ' Monkey Hanging Over Trees'},
1,,False,"03 3, 2011",AB1ETLZJ903XW,710402686X,antonia440,"Several days after ordering this product I received an email from the company telling me the item was out of stock and would be for a month......yet they are still selling as ""in stock"" on Amazon. What a joke!",Sells items not in stock!,1299110400,,
5,4.0,True,"03 2, 2011",A3MKEJUVAYJ2H7,710402686X,Sushi Ninja,"I was looking through some of the wall decals and just had to get this adorable monkey decal. My son loves monkeys so it was perfect. It comes in pieces so it gives us a chance to arrange it the way we like it to fit any space. It also looks like it's painted on so it doesn't give it a sticker like feel like the one we bought at ToysRus. Perfect for a kid's room, Thumbs up!",Pefrect for my little monkey,1299024000,{'Color:': ' Monkey Hanging Over Trees'},
4,,True,"02 23, 2011",A35VX1F2DPOZJV,710402686X,Mandamay,"Arrange in any fashion you like!  For the price order a few, combine them, and get creative!  The monkey's are very cute and the decals easily come on and off to re-stick and re-do.  Looks great in a babies or kids room.  Ours is against a sage green wall and matches well.",So Cute!,1298419200,,
4,,True,"02 17, 2011",A9RIN2NTA41L,710402686X,virginia,"Lo compre para adornarle el cuarto a mi bebe que esta en camino y quedo muy bonito, estoy feliz con la compra. Tardo un poco para llegar.",bellisimo,1297900800,,
4,,True,"02 11, 2011",A3DSDXHPKL2M4B,710402686X,JMPH,"I was so excited about this monkey decal and it is so cute!! Very easy to apply and looks good on wall; however one arm is a slightly different brown than the rest of the monkey. Not a big deal it's barely noticeable and I can look past this, but if are a little OCD this might bother you! I didn't use the word monkey it just seems silly to me.",cute,1297382400,{'Color:': ' Monkey Hanging Over Trees'},
4,4.0,True,"02 7, 2011",A2KV2P6WP4Y1NU,710402686X,HMH,"The stickers were well cut, easy to peel off from the sheet and also simple to apply to the wall. I have not yet tried to remove them again, as our little one loves his monkey and bird on the wall. I had not expected that our child would react as positively on some animal stickers on the walls - he often points to them and starts to imitate their sounds. Delivery was very quick and I am very satisfied with this purchase. I don't assign 5 stars as I can't comment on the removability.","Cheerful decoration, good quality",1297036800,{'Color:': ' Monkey Hanging Over Trees'},
5,,True,"02 2, 2011",A3FU9HX2QTTZP5,710402686X,artfairy,Cute little window sticker - excellent price - great decor - easy to install!!  Fun for baby's nursery or kids room.,Great for a nursery or kids room!!!,1296604800,,
5,,True,"01 29, 2011",A5NY78TDV87VO,710402686X,JA,Bought 3 sets. They cling well to the wall and don't peel. Looks adorable in the nursery. Easy to apply and move if needed.,Love it!,1296259200,{'Color:': ' Monkey Hanging Over Trees'},
5,2.0,True,"01 27, 2011",A12Q7DD6CA6L4H,710402686X,Gator fan,"Wow ! I bought two of these for Nursery decoration and couldn't believe how bright, impressive, and easy to apply these decals are. It looks like a painted mural when applied on the wall. It took my 15 minutes to apply two of these while taking my sweet time. They stick like a charm and peel off just as easily if you need to make adjustments.",High Quality Decal At An Amazingly Low Price,1296086400,{'Color:': ' Monkey Hanging Over Trees'},
5,,True,"01 20, 2011",A16R3DUDNRHWIV,710402686X,Cindy,"Love this decal, you can arrange it however you want and can move it around so it's always different.  I purchased this for my new grandson and it goes perfectly with his monkey crib sheets and blankets.  I was expecting it to be a little larger but once it was put up it was perfect.",Perfect addition to any nursery or child's room,1295481600,,
4,,False,"01 7, 2011",A3FSKWKTGL7VTT,710402686X,scwalker,"The paper it is printed on is very thin. If you take your time removing it, it does look good.",thin paper,1294358400,,
5,,True,"01 4, 2011",A1RFV5X6ZQE0Z5,710402686X,S. Narahari,"I got this for my son's nursery... and he loves it. He's 6 months old now and he knows where to look when we say ""Monkey"" or ""Banana""!!
As soon as he was at an age where he could focus on things, this one caught his eye.",Love this monkey,1294099200,{'Color:': ' Monkey Hanging Over Trees'},
5,,True,"04 28, 2011",A3UJ83DTYFCOAV,7213035835,texanna,I have looked at and bought several different brands of ice trays.  Wanting an ice tray with a lid to keep out odors.  Tupperware is the only one that was easy to fill and replace the lids.  The lids are not stiff like the other brands so are easy to put back on.  I really like them and ordered a second set.,Love them,1303948800,,
5,5.0,True,"04 24, 2011",A3PKHW1I16AS41,7213035835,Aaron Carbary,"I would like to say that these are great.  The quality is definitely there and the lids are great to stack them and not worry about tilting them and having them spill.  The little door to open and fill the ice cube tray is a nice idea but not functional enough to use reliably.  If you fill it from there you can not see the evenness of the water in the tray, you can also possibly fill it to much.  If you flip the ice cube tray over it will leak out of the door.  The other thing is that they are over priced for what they are.",Ice cube trays with covers,1303603200,,
5,27.0,True,"02 25, 2011",A6MF72NZTR023,7213035835,Jamie R. Samson,"Tupperware makes great ice cube trays.  They are made of durable plastic, like all Tupperware products.

I haven't found the fill hole useful.  I either overfill or underfill the trays, and it's hard to get water into all of the slots.  I fill the tray with the lid off, just like filling any ice cube tray, then put the lid on.  The lid will be difficult to get on the first few times, but with a little use, it limbers up and works great!

The Tupperware covered ice trays keep my ice cubes tasting like ice cubes.  I have ordered another set, as spring and summer are just around the corner!  Haven't tried it, but I think they would work great to freeze tea, lemonade, milk, etc.

The only negative comments I can leave you with is the steep price, ...and that the fill hole isn't very useful.",Tupperware covered ice trays,1298592000,,
5,8.0,True,"11 21, 2010",A3QSKVA8C8H30F,7213035835,Karen,I had been looking for these for a long time and couldn't pass this up. They won't spill and will fit into a fully loaded freezer. Great idea!,Great for traveling and tight freezers.,1290297600,,
5,9.0,True,"09 17, 2010",ABRYMYH7BUEXB,7213035835,Kate,"I live with three roommates with only one fridge and freezer, which makes refridgerator organization solutions essential. These ice cube trays are great for a crowded freezer. The tops fit well and keep most of the water in. You still need to keep them level but at least I don't have ice coating everything in there.",Perfect Solution for a Crowded Fridge,1284681600,,
5,9.0,True,"02 1, 2009",AM2JMMHDSOL0X,7213035835,F,"I would agree that it would be difficult to judge how full the trays are with the top on...but I remove the top..fill the trays..put the top back on and I'm good to go.  They tops are great easy to use..and this keeps the freezer burn off my ice cubes which is what I was looking for. Great product..it does exactly what I want it to do and is well made. I've already given one to a friend, and she loves it as well. (Note...this come with 2 trays and 2 tops. I incorrectly assumed it was just 1 tray and 1 top.)",Excellent Product!,1233446400,,
5,8.0,False,"09 20, 2008",A168K0FNEQFGEO,7213035835,NoraWrote,"The other reviewer is correct in saying with the lid on it's somewhat difficult to gauge how much water has been poured into the tray. I still think it's a great design and the lid prevents spilling, which to me out weighs any over fill issues. They're flexible but strong and I recommend them.",easy fill & no spill,1221868800,,
2,5.0,False,"04 20, 2008",A2KY3N9CGZX0KU,7213035835,H. Johnson,"Save your money.  The ideal is good, but does not work as well as you would think. Using the fill opening in the top, you can not judge the amount of water in the cube tray.",Ice cube maker,1208649600,,
5,,True,"10 27, 2013",A9190C67YOF0N,7213035835,P. Rackley,We now only use these sealed ice trays in our RV frig.  Though somewhat expensive they are wonderful for use when you're on the road to keep water in the trays as well as reduce the amount of humidity in the freezer to slow frost accumulation.,Perfect for use in RV freezers,1382832000,,
4,3.0,True,"09 30, 2013",A33B7E8PMGUKXL,7213035835,QuadJ,"I purchased these to freeze baby puree and they work great. With the covers, the puree will not be contaminated by other odors in the freezer. The cubes come out easily too, just need a twist by holding both ends of the tray and they will loosen up.",Good for storing baby puree,1380499200,,
5,,True,"09 8, 2013",A3FBUN1UFKJKXH,7213035835,Gyropilot,"I was leery about spending tis much for the Tupperware brand name product, but I wanted to upgrade to covered ice cube trays for use in our RV and didn't feel comfortable with some of the negative reviews I read of lower cost brands (mainly the plastic cracking after a few months use).  Now that I've been using these for several weeks I'm thrilled at the fit, finish, and quality of the Tupperware product and feel the extra cost is worth it.  The best part is no more spilled water when loading the trays into the tiny freezer in our RV!  I've already gotten tossed out the original open plastic ice cube trays which were just aggravating.",Expensive but Worth It!,1378598400,,
5,,True,"09 2, 2013",A2KO26RP8CB8ON,7213035835,IMA,These ice trays are awesome!  Highly recommend!!  Keeps ice contained and fresh!!!  Definitely worth purchasing even if they cost a little more than other brands.  I have used the same ones for over 10 years and they still aren't showing any signs of wear.  Good quality!,"Ordered before, and now ordered some more",1378080000,,
4,,True,"08 29, 2013",A11GWAD91UO0YH,7213035835,C. Wester,I am using these to store my pumped breastmilk.  It's perfect.  Each cube is about an ounce and I can place the trays in the dishwasher to assure cleanliness between freezings.  (I transfer the cubes to a freezer bag for long term storage),Using for breastmilk storage,1377734400,,
5,,True,"08 26, 2013",A1RV9UBHXPXT3W,7213035835,Kimberly Fujioka,"When I first discovered this Tupperware ice cube tray, I was delighted. The ice stays large even with a frost free refrigerator. The cube compartments are easy to fill with the hole in the lid and as you walk to the freezer the cover prevents spilling.
The MOST CRITICAL aspect is taste and smell. Since there is a lid, the ice never has a smell or taste even if you have frozen fish in the freezer like I usually do. I have four of these ice cube trays because we live in Hawaii where it is always hot and we constantly need ice for our drinks.
Since I first discovered these ice cube trays I have never used the kind with no lid. These are by far better and less messy.",My favorite ice cube tray!!!,1377475200,,
5,,False,"08 9, 2013",A2AF7L2FSAJEUN,7213035835,Kalli,Great product. Keeps ice tasting like ice and not what's in the fridge! Easy to fill and easy to use!,No more bad tasting ice,1376006400,,
5,,False,"07 10, 2013",A1U83WX22F62K3,7213035835,Lela,"I bought a new refrigerator with a slightly smaller freezer and no dedicated spot for ice cube trays.  Needing to maximize my space,  I bought 4 of these trays.  Although some user have stated that they have difficulty putting the covers on them, I have had no problem at all.  I love these trays  With the covers one is able to put stuff on top of them  In addition, the cubes come out crystal clear.
A very good buy",Excellent,1373414400,,
5,,True,"07 3, 2013",A3G0I98WFFGJKG,7213035835,Manish Ajmera,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Tupperware-Fresh-Pure-Ice-Tray-Purple-Set-of-2/dp/7213035835/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Tupperware Fresh & Pure Ice Tray Purple Set of 2</a>
We were looking for an ice tray with minimum spills/leaks after the lid was placed,
as we intended to use it to freeze home made chutneys/sauces/Indian relish(eg., made out of mint-coriander leaves, or tamarind) as frozen cubes, to be used later. It works great as the odour of the inside stuff does not leave out. We did not use the fill-hole, would only open the whole lid to refill the liquid chutneys or take out the frozen cubes. Works just as intended.",Tupperware Tupperware Fresh & Pure Ice Tray Purple Set of 2,1372809600,,
5,,True,"06 15, 2013",A12WRRF2KKJEN9,7213035835,bgrammasueb,We hate the taste of freezer ice.  For the last ten years we have bought ice at the store.  These trays plus our r/o water system make great ice.  Its almost completely clear and has no bad taste.  The trays stack well.  We are VERY happy with them.,No more buying ice.,1371254400,,
5,,True,"12 25, 2012",A36RXXRJ2LB5RN,7213035835,Ned A Peterson,"Great item except they were yellow, not purple as advertised.  They still work fine.  You need to fix this ad.",Trays,1356393600,,
4,4.0,True,"03 8, 2012",AAQBH9OEFJANU,7213035835,Harry,"I don't use many ice cubes, and they would evaporate form the tray before I used any. But every once in a while I do need some, and they would be gone.

With the tops on these trays, the ice cubes last many times longer. Maybe two years or more.",What I was looking for.,1331164800,,
5,,True,"02 6, 2012",A3W06NCELWRZV7,7213035835,G. Fields,Tupperware is always a trusted source with high quality. These ice tray with the fuchsia/purple lids are great. I like the lids so that you don't gather the taste and contamination of other freezer items in your water. I received the product quickly and as expected,"Great product, fast shipping",1328486400,,
5,,True,"02 3, 2012",ARWZZLVUNPODY,7213035835,Anna,"I really like these ice trays, because they for one have a cover and therefore prevents any freezer odors from getting in. Also, they stack nicely on top of one another. Another thing I like is the Purple color lids. I would definitely recommend these to my friends.",no smell,1328227200,,
4,2.0,True,"01 23, 2012",A1NSWEM0WA80HT,7213035835,frankh,I already had two and was pleased to avoid a tupperware party to purhcase two more on Amazon.  I like the covers because they stack so much better.  a bit pricey for ice cube trays but probably worth the price.,Tupperware Ice Trays,1327276800,,
5,2.0,True,"12 24, 2011",AVTWDHS7DHX73,7213035835,Gail,This is the 2nd time I have purchased these. The first were for me.  Now this set of 5 is a Christmas gift.  I hope she will love them as much as I do.  They were delivered fast and exactly what  wanted.  I also highly recommend the seller.,Lov 'wm,1324684800,,
3,3.0,True,"12 5, 2011",A2B46PQTH7MTPP,7213035835,HOPE,"These trays perhaps keep the ordors out of the ice cubes because it has a cover but, frost still forms on my ice cubes.  Therefore white particles are in my drinks as a result.  I am diasppointed with my trays.  If you are drinking clear drinks, this does not look very appealing. I bought my mother a set also, so I really feel foolish for purchasing so many.",Good concept,1323043200,,
5,3.0,True,"09 21, 2011",A1XF5TK3A611HN,7213035835,D. Koupal,The lid not only prevents spills and leave it on to run a little warm water across the bottom to allow the ice to unload with twisting. The best ice tray I have ever used. I will order more!,Best ice trays ever,1316563200,,
5,,False,"08 29, 2011",ALDG07U4VF7N2,7213035835,Ginny,These Ice Trays from Tupperware are the best because they are covered. Odors & particles do not get into the ice like open trays.,Best Ice Trays ever,1314576000,,
5,,True,"08 29, 2011",AM5SR2FJ6QA84,7213035835,R. Edwards,"Finally...ice cube trays with covers that really work! These are great...there's nothing like fresh, clean, great tasting ice! I...like many other reviewers do not use the pop top to fill these, I find it's easier to fill these the old fashioned way. They do work very well and a little water on the bottom pops them right out! A great product!",FANTASTIC!,1314576000,,
1,,True,"01 9, 2017",A3MF0AEJXPAYD9,7118802263,john chapman,Image quality is very poor - looks like a much smaller image that was stretched to fit the printer paper (not poster stock),"""Poster?""",1483920000,"{'Size:': ' 18.5 inch X 12.5 inch', 'Color:': ' A'}",
1,22.0,True,"01 3, 2017",A1DT18XJ7CWPPM,7118802263,Amazon Customer,Was super excited for this poster to come in after waiting for what felt like two months it had finally arrived and the packaging terrible with no consideration of the delicate poster and then the quality of the poster was awful.,"Very disappointing, terrible quality",1483401600,"{'Size:': ' 18.5 inch X 12.5 inch', 'Color:': ' A'}","['https://images-na.ssl-images-amazon.com/images/I/710G9R36-3L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/710G9R36-3L._SY88.jpg']"
1,5.0,True,"12 23, 2016",A3K5LSVRPQ6CID,7118802263,PeskyWife,Did I really just pay $15 for a badly printed COPY of a poster?! I could have done that myself!!! HORRIBLE,Did I really just pay $15 for a badly printed ...,1482451200,"{'Size:': ' 18.5 inch X 12.5 inch', 'Color:': ' A'}",
2,2.0,True,"10 12, 2016",ASHP0GUTKKB94,7118802263,Amazon Customer,"Stain on the poster, badly creased all over. Smaller than advertised.",Two Stars,1476230400,"{'Size:': ' 18.5 inch X 12.5 inch', 'Color:': ' A'}",
3,2.0,True,"09 23, 2016",AAM5338LI33O5,7118802263,Me,It's not a full size poster! Keep that in mind when ordering!,Not Full Size,1474588800,"{'Size:': ' 18.5 inch X 12.5 inch', 'Color:': ' A'}",
2,9.0,True,"11 13, 2012",A18B0WQLVZ2O9S,7300069797,peepa,I was very pleased on how bright they were but noticed that about 5 lights went out about 3/4 down the rope then later in the month literally burned black thru the plastic.  not sure what caused it  the rope was not cracked in any way.  It was wrapped around the wooden railing,beautifully bright but literally burned up,1352764800,{'Color:': ' Cool White'},
1,,True,"10 30, 2012",A27H1YZK5BMDEY,7300069797,juliem,We have had this rope lighting around our pool and little over a year they dimmed and finally went out.  Contacted seller with no reponse.  This was a time consuming venture to get the installed and wired.,Doesn't last,1351555200,,
5,6.0,False,"07 19, 2012",A2STGD0IQ9OHWI,7300069797,grandma,"These lights are perfect for porch lights. They give out a lot of little - not to bright on the eyes.  They do not get hot and don't track bugs.
The rope is marked in certain areas if need to cut.  I would order more....",Happy with purchase,1342656000,{'Color:': ' Cool White'},
5,,True,"12 31, 2011",A2C5LVSWAW3MSM,7300069797,Kathleen B. O&#039;Daniel,We just built a new house with a looooong front porch.  We put these lights up for Christmas and it was easy and beautiful!,Amazing!,1325289600,{'Color:': ' Red'},
5,,True,"09 23, 2011",A2EHN19I3LPRX2,7300069797,XibitC,I bought these to put up in my apartment for parties and just because they look so cool. They have been perfect for what I was looking for. Just great.,Exactly what I wanted,1316736000,{'Color:': ' Yellow'},
5,5.0,True,"06 28, 2011",A1UHESAP87XZHW,7300069797,Tom V,These L.E.D lights look great on my deck.  I bought a Woods outdoor waterproof adapater with remote and added some tracks to put the lights into and they look great!  It's very bright and worth the money to get this,"Great light, very bright",1309219200,{'Color:': ' Cool White'},['https://images-na.ssl-images-amazon.com/images/I/31Rn+JSv2jL._SY88.jpg']
4,,False,"06 18, 2011",A57TQDFY5F8E9,7300069797,Becca b,"There are two things I really liked about this product. One is the great blue color and the other is that its 50 feet in one piece.

The thing I didn't like about it was it came with no directions so I never could figure out how to merge it with the rope lights I already have in place.",blue rope light,1308355200,{'Color:': ' Yellow'},
5,,True,"05 25, 2015",ASWK8JFBCG59X,7300069797,Animal Lover,Love these lights!,"Work great for us!  2 years later, still working good!",1432512000,{'Color:': ' Yellow'},
1,,True,"03 9, 2015",A346QT6SCJAA2U,7300069797,Deeprecon1,As noted by many others reviews. Buyer beware. Right out of the box four feet of LEDs in the center of the rope were bad.,Right out of the box four feet of LEDs in the center of the rope were bad.,1425859200,{'Color:': ' Blue'},
4,,True,"02 14, 2015",A2W0B11845U31J,7300069797,TAMMY,"excellent light product .
fastners are a little cheap. buy better one if you can. i don't think the ones suppleid will last to long",excellent light product,1423872000,{'Color:': ' Warm White'},
1,,False,"12 28, 2014",A3F6F8GEQ40JND,7300069797,Roy R.,"Okay, bought the lights. Worked great for a few months. I live in Tampa so no weather or cold related excuses. 3' sections began to burn out. So, purchased repair pack and attempted to repair. followed written and photo instructions as directed. Other 3' sections began to burn out. Eventually cut 150' coil of rope light into 3' sections. Parts would work and then skip 3' section and then other section would work. Needles to say sorely disappointed. Let me also add last coil I purchased was not vertcally directed lights as I requested. Company needs better quality control and customer service.",Be prepared for disappointment and eventual replacement!!!,1419724800,{'Color:': ' Cool White'},
5,,True,"12 28, 2014",APZKUY4URH508,7300069797,Dana Dee,Great for our deck during parties.,Perfect for parties,1419724800,{'Color:': ' Multi Color'},
5,,True,"12 1, 2014",A2PUUNPSG20KAQ,7300069797,Dave B.,"Excellent product, arrived on time and as described.",Five Stars,1417392000,{'Color:': ' Cool White'},
1,,True,"10 21, 2014",A3PC72GEBQ4Q12,7300069797,James Buglion,"Looked great for 1 yr, then 3' sections went out, now totally useless!",One Star,1413849600,{'Color:': ' Blue'},
5,,True,"10 13, 2014",A3KLWWCDXAXPR8,7300069797,N. F. C. Union,nice lights.,Five Stars,1413158400,{'Color:': ' Blue'},
4,,True,"10 12, 2014",ACFVBKFF4O7CC,7300069797,Orange Umbrella Co,"We mounted these on our outdoor upside down.  The little mounting clips are junk and will not hold the weight of the rope light if mounted above head, but once we replaced those with some my husband found at home depot we were good to go.  Light is beautiful and bright.",but once we replaced those with some my husband found at home depot we were good to go,1413072000,{'Color:': ' Cool White'},
5,,True,"10 1, 2014",A23IX4320YQYLX,7300069797,Excellent shopper,Reviews were riddled w/ problems. So I'm holding my breath they keep working fine :),So I'm holding my breath they keep working fine: ),1412121600,{'Color:': ' Warm White'},
5,,True,"09 28, 2014",A38GV6263K87OG,7300069797,Zen Rusin,Very ggod lights,Five Stars,1411862400,{'Color:': ' Blue'},
1,,True,"09 26, 2014",ADWCJHEPEU4DF,7300069797,Cindy,The lights are nice and bright and we did get them in a timely fashion the negative is we ordered pond lights and these are indoor outdoor lights and can not be used in a pond. At least not submerged.,The lights are nice and bright and we did get them in a ...,1411689600,{'Color:': ' Warm White'},
5,,True,"09 3, 2014",A2NF2LXAUU678V,7300069797,looking for great reads,"Ok, I waited to post this to ensure I would be accurate.  These have been in use since May 2014, on a timer where they come on at 8 pm and go off at 2 am.  I got them to run around the inside perimeter of my tiled porch, solely as a visual aid in checking for rattlesnakes (yes, they love our porch).  The bonus is the lights are soft and make sort of a lovely nightlight effect through our sliding glass doors, and provide sufficient  illumination when family members come home late at night, that they can see to put their key in the lock.  The lights have all stayed on, as near as I can tell, I have had no problems, the setup is 1) timer in wall outlet inside the house; 2) short extension cord from the outlet, out through the dog door, and to the light strand; 3) light strand looping along the walls of the porch.  The package came much more promptly than I expected, and I have had no problems with this product at all.  Oh yeah, there are sticky snake traps under the dog door and the barbecue grill, and these lights help me keep an eye on them, as well!",Have been absolutely perfect,1409702400,{'Color:': ' Warm White'},
5,,True,"08 10, 2014",A1N0KJA64NXKJ5,7300069797,badomingue,"love it, blue really stands out.  will buy more of them.",love it,1407628800,{'Color:': ' Blue'},
3,,True,"07 7, 2014",A2BKKX5AXVKXHR,7300069797,JustFlo,"Bought this to accent a two-tiered ceiling.  Very beautiful, however, although the lights are blue, the lights reflected on the flat white  painted ceiling have a lilac appearance.  It is still beautiful, but I really was looking for a hue in the blue range not the purple range.  One other point.  I bought a 40 foot and a 50 foot string.  The 40 foot comes with a white power cord, which is nice, but this 50 foot comes with a black cord which makes it difficult to hide, so I'm having to wrap it a white tape to hide it.  More work than I had expected, but I'm keeping.  The first rope light I received was defective (a four foot portion had lights that were burned out), The replacement was in good working order. Returning products is time consuming.  Even though CBConcepts will replace a defective product, a way to return the defective product has not been resolved.  When that occurs in a manner that does not cost me to return this item, I will increase my rating.","Beautiful, but...",1404691200,{'Color:': ' Blue'},
2,,False,"06 28, 2014",A2LLQ8OC2POE47,7300069797,Alaina,All lights worked initially. Used outside under a covered area (so no rain could get to it). Within the first month over half the rope lights were out and the rest did not make it past three months.,"Pretty, but doesn't last",1403913600,{'Color:': ' Blue'},
2,,True,"05 21, 2014",A219PTIKO759K,7300069797,mercedes350,A section of the tubing lost the lights.  I expected it to last all season.  The lights are nice but disappointed......,not happy with product,1400630400,{'Color:': ' Blue'},
3,,True,"03 14, 2014",A17OPF5OSMIQ9E,7300069797,Kindle Customer,"These lights are very pretty...bright white and look great strung around my deck. However, there is approx. a 6inch area right in the middle that was burned out upon arrival. That being said, I made the choice to keep them because this is the 3rd set I have ordered from a different seller, and each set has had a section burned out upon delivery. I'm over it and tired of returning, so this will be the last set of LED rope lights for me.",Giving up on LED's...,1394755200,{'Color:': ' Cool White'},
5,,True,"03 12, 2014",A1E7ZUU9ZZVPZJ,7300069797,Amazon Customer,We have strung these lights up around the bow railing of our boat. They look perfect! A nice bright light and the blue shows through wonderfully.,Great product at a great price,1394582400,{'Color:': ' Blue'},
3,,True,"12 29, 2013",A2YJVCE4Y7NWR8,7300069797,Angela M Landry,"These lights were beautiful when put up on my deck, however they did not last more than a couple months. If using for short term they are probably ok maybe? I would not buy them again",Beautiful Lights,1388275200,{'Color:': ' Blue'},
5,,True,"12 26, 2013",A28QRH01ZXRGPK,7300069797,Alezona,I am glad I ordered this.  Nice and bright and appears to be high quality.  I am using this in the yard for decoration and the glow can be seen from way down the street.,Quality and bright,1388016000,{'Color:': ' Blue'},
5,,True,"12 22, 2013",A2WI4YU22KD3GC,7300069797,REC,nice brite lights everything worked like they should.shiping was great. I have been running them for a mounth now and no proplems,nice brite lights,1387670400,{'Color:': ' Blue'},
5,,True,"12 2, 2013",A2M58FM4KTZLZB,7300069797,Brian,"Bought these to put up under a canopy for a camping trip. They not only lit up under the canopy, but a large area around it was pretty well lit.",So Bright,1385942400,{'Color:': ' Cool White'},
4,,True,"11 20, 2013",A2WQRKPHLZC4MI,7300069797,Lisa L,"I liked the lights when I first got them at the end of June 2013, but now at the beginning of August 2013 there is a two and a half foot piece right in the middle that went out.  I am disappointed about that very much because they were truly beautiful outside on our deck where I have them.  They are under the roof so they are not exposed directly to rain.","Beautiful, but mine did not last 6 months",1384905600,{'Color:': ' Blue'},
3,,True,"11 6, 2013",AMK9B8WKH3P2J,7300069797,Nitin Manohar,"Fuse blew out the second day, Was good for the first day with very good light. Not trying to replace the fuse and see if it works!",It was Good when it worked!,1383696000,{'Color:': ' Blue'},
5,,True,"10 31, 2013",ANB7CUYAAL25H,7300069797,abnmi,"I bought this for my Gazebo:
  1. Because it said it was Bright white instead of  that flaccid paled light you normally purchase.
  2. It's a cool Light Rope so I don't have to worry about it melting or burning the fabric that it comes in contact with.
My family and I so far have absolutely love it so far because it's an incredibly bright light and the only one we need to run to enjoy our Gazebo which is a 10x12 on the darkest of nights and we can see each other with no problem. I especially feel good about the fact that it does not give off high heat like others do so it won't affect the fabric that it comes in contact with not causing melting or fires. I would recommend this to anyone who would consider using this for my application anytime!!!",Absolutely BRIGHT and perfect for my Gazebo!,1383177600,{'Color:': ' Cool White'},
1,3.0,True,"10 27, 2013",A3AA8XNVAGJYJ,7300069797,John,"I was hoping these things would last as a cool night lighting accent to my lower outdoor deck patio.  Not the case!  The tubular plastic encasement oxidized and looks terrible.  Now I have to go through the pain of removing it an throwing it out.  Very disappointed with the purchase.

Might be great for a Christmas lighting session, but not designed for longer term outdoor exposure.",Cheap Garbage,1382832000,{'Color:': ' Blue'},
3,,True,"09 28, 2013",A3HC8HSIDGWV0J,7300069797,Beverly LaBonte,"Part of the strand does not light up, But it is only the first foot of it. So it will work.",not all the lights were working.,1380326400,{'Color:': ' Blue'},
