,author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
4536,LagosLawyer,Nice food!,The food here is great! Customer service top notch! A bit pricy but fantastic still. I'll be sure to visit again.,4,01/03/2016,4,New China Restaurant
4537,AndersEllerstrand,Expensive but good,"We were a group of seven, trying different dishes. All was good. Service was good and reasonably quick.",4,01/12/2015,4,New China Restaurant
4538,Kunalchopra27,Authentic Chinese Restaurant,"Located just near to Sheraton Hotel Lagos this restaurant serves Fantastic Chinese Food.There kings prawns are just awesome, fish was good, Chicken & Fried rice was too good that you can eat more than you want.Good chinese theme inside and staff is very attentive.Corn soup...More",4,01/10/2015,4,New China Restaurant
4539,mimip618,Excellence food,"It got excellence food, with acceptable taster for your asian taste.
Many different type food, good services, one of best restaurant in lagos. You can try on",5,01/09/2015,4,New China Restaurant
4540,RoaldW,great place,"good restaurant with great food, hard to find such a nice place in ikeja. price is reasonable and staff is friendly",5,01/07/2015,4,New China Restaurant
4541,MartinWG,Chinese food with African zing,I have visited this restaurant on many occasions aand it never disappoints.  The food has a 'Nigerian' zing to it making the Chinese food that much more interesting.  It is not cheap but well worth a visit,5,01/06/2015,4,New China Restaurant
4542,Yemi A,Date Night,For a weekday this restaurant was quite busy which surprised me. The furnishing seems a little old fashioned but the food is great and so is the service. Great value for money,4,01/06/2015,4,New China Restaurant
4543,amitpi,Yummy Chienese Food in Lagos,"It is loacted in Ikeja  area.
Located in the basement of the building.
Ambience of the place is good.
Good for small get together or large groups.
Service is bit slow,have to remind them often.
Serve excellent sea food .
Mulitiple  choice in seafood and...More",3,01/11/2014,4,New China Restaurant
4544,Evetstravelfun,Great Chinese!,"Been here several times in the last few weeks. Delicious and fresh foods. Have tried Chicken cashew, sweet and sour chicken and stir fried prawns in pepper sauce. Great Chinese atmosphere with attentive and kind staff. Typical Lagos pricing so not too expensive but not...More",4,,4,New China Restaurant
4545,JAT C,Lovely food................................Too expensive,"We like this quaint little restaurant in the basement of this plaza. It has been here for years and we have visited several times. The food is authentic and really good but the prices are scandalous. At almost £20 (N6,000-N8,000) a head we reserve this...More",5,01/02/2015,4,New China Restaurant
4546,JusticeJoyce,Ambience & Vibe = Adult but some Entrees are Lacking,"Great service. 
Food just average. 
I'd recommend Fresh Cut fries anytime. 
Beef Bourguignon - beef wasn't sliced as thick as I anticipated but not suya street meat thin. It's served separate from the mashed potatoes. Included zucchini, carrot and just a touch of onions. The...sauce could have been more robust with flavor. Even the French cook with my more spices/seasoning/flavor. 

Lobster Thermidor - forever grateful they do not use egg. The rice pilaf that's served alongside is as bland and flavorless as possible. You'll do best rolling the thermidor amongst the rice so the cream rolls into the rice. A half portion was sufficient, but I'd totally recommend the full serving should you have time/money/room. 

Chicken Sandwich (Burger) - this was chosen as grilled over battered. We had a lot of carbs so there's that. The fries were crisp and seasoned as they should be but you rarely find in these parts. Topped with lettuce. Mayo spread. Tomato slices. Fried onions that were cold against everything else. Recommend with a notice to watch for the toppings condiments if you have allergens.

Truffle Pasta with homemade fettuccine - I was asked and opted for the homemade pasta. I probably should have went with the store bought. The Parmesan cheese topping is authentic but the truffles were hard to find and Taste yet the butter was prominently evident. Given all the dishes and the lack of flavor begging for immediate consumption - I had it packed to go home via takeaway. 

By the way they charge for ToGo containers. Take away. At these prices it should be included. 

Service was attentive. 
Saturday night had 4 tables total and the service didn't fail. 
The welcoming bread basket was served via a paper napkin in the bowl. Given these prices and location - I'd expect a cloth napkin at best. They have monogrammed cloth napkins at different seats in the restaurant. 
Vibe - good for a date night or group or family. Took the window view and sat in the booth. Lighting was apropos for the mood.  

I shall return for salads, soup and fried shrimp. Plus, I know I'd like to try 1 dessert eventually but no rush to drop 40-60k. 
See the pictures for the dishes.More",4,01/02/2022,4,Noir
4547,Ayo O,Fine Dinning in Fine Portions,"Noir boasts of fair parking space- that is important when you choose to dine out on a weekend evening in Lagos.

 Climb up to the restaurant on the first floor and the interior welcomes you with brilliant Nigerian paintings that adorn its walls and a...full length window that gives a view of the street outside. House Music remixes of popular contemporary songs played in the background . Each table has a hand sanitizer for guests and the restroom is neat.

The waiters are attentive and their adaptability quite commendable.
However, the food..., yes, the food. 
For a glass of tropical cocktail juice at Noir, I expect hand-squeezed fresh fruits and not the obvious mix of supermarket packed juices.

The seafood salad arrives and looks colourful but the chef is miserly with the shrimps. I can make out the three pieces tucked beneath the lush greenery.
I compare this same meal I had ordered at another restaurant within the neighbourhood and certainly the chef here is quite restrained in his/her portions.

A good experience but I drive away wondering if I was billed, more for the ambience, than the meal.More",3,01/09/2021,4,Noir
4548,ChayanneBorgi,Best dinner in lagos,"Had a very good night, service was amazing, food was on point as always, It’s a MUST GO TO restaurant in lagos!",4,01/04/2021,4,Noir
4549,999kingsleya,The price quoted is in Naira not £ or €,The price quoted in the details is in naira not Euro or Pounds. Spent about 15k per person on basic 3course meal. That's roughly £30 maybe?,5,01/11/2019,4,Noir
4550,gaziedecker,Very good customer service,"Nice, relaxed ambience and very attentive customer service. I had grilled salmon with sauteed potatoes which tasted very good. Don't expect big portion sizes here though.",4,01/11/2019,4,Noir
4551,JoanO539,Expensive Business Outing,"Many thanks for your review, we look forward serving you again!",4,01/06/2019,4,Noir
4552,BOSSLADY205,Doesn't get any better than NOIR!,"We went out in a party of 20 for a business dinner, and sent in our orders the prior evening in order to speed up things we thought.
The starters were delicious and the ambience outside was great, even if there was some mix-up with...some of the drinks( Virgin Colada not being so virgin!)
The meal in itself was average and nothing  fantastic compared to the cost, and the waiters  could do with a bit of training as fare as fine dinning goes. Altogether a decent evening, but not value for money in my view.More",4,01/04/2019,4,Noir
4553,_abisheart,great food and attentive staff,By far the overall experience at this restaurant was amazing. The waiters were spectacular. The owner was awesome. The food and drinks were AMAZING! Thank God for this gem we found in Lagos!,5,01/03/2019,4,Noir
4554,Dupri00,Expensive,"went as a group of friends. The food was really good and the steak was excellent. The staff were also friendly and attentive .
very good coffee as well 👍🏽",4,01/09/2018,4,Noir
4555,oyinlolao2018,Lovely dinner,"Nice ambience but very expensive.

Waiters are well versed in the meals served and are quite competent for what you will get for a similar restaurant in Lagos.

Food is average in my view. Typically, contemporary food is served and great wines are available as...well.

Nice place to go for fine dining but watch your pocket.More",4,01/01/2019,4,Noir
4556,lizzielicious,Attentive manager,"Had dinner with a friend. The waiter was exceptional. The food was tasty, we had fried calamari as a starter then ordered different meals.  

My friend had jumbo prawns and pasta. I has Seafood Gratin, it was cheesy and tasty. I also had vegetables as...a side. It’s pricier than other places but worth a try if you want to experiment with French food. 

For drinks we did smoothies which were really good. We were too stuffed to have desert. 

I love the ambience and service.More",5,01/11/2018,4,Noir
4557,ooobabatunde,Flat,"My partner and I visited here as part of the Visa Restaurant Week. On first appearances and impression, we thought it was going to be an unpleasant experience. When we were sat down, the group of guests on the next table were having a heated...argument with the waiter. Apparently the prices on the menu didn’t match what they were charged on their receipts and I and my partner could hear everything going on. Secondly, the Visa menu didn’t state that the mains come without sides so we had to order sides with our mains at extra cost. Thirdly, we were given very hard butter with our bread basket and we had to send the butter back twice just so we could be given spreadable butter. The wine selection was good though and we really enjoyed the red wine we had with our meal. During our meal, the restaurant manager came up to ask for feedback and we mentioned the hard butter and the sides not coming with our mains and as a goodwill gesture, she made our sides complimentary. Although it wasn’t a perfect experience, it generally a nice one and it helped that the manager was very receptive to our feedback. I’d visit again.More",4,01/12/2018,4,Noir
4558,Aarinola,Great band! Lovely ambiance,"Came with my wife, not impressed with the location, unless it's owned by the Supermarket not my kind of scene.
They didn't have the wine I wanted ( this actually is typical) I did ask the waiter if they had all the wines on the...wine list! I asked to see 2 French wines and he brought 1 Spanish and French!!! 

The bread they brought was a let down. We were actually shocked at the quality + we asked for warm bread, it came cold! They warmed it when we returned it. 

We enjoyed our starters, my foie gras was nice enough and my wife enjoyed salmon. Although presentation can be improved upon. 

We had steak cooked at our table, nice experience however I expected a little bit more flair... we enjoyed the meat.
The dessert was nice and we had no complaints.  

We both agreed customer service has serious room for improvement,  no greetings (from supervisory staff and several waiters) the waiter who brought our cold bread looked like he was being forced to do the task, dropped the bread without a single greeting,  spilled oil on the table, didn't acknowledge or apologize and just walked away. 

I gave some feedback to Festus (one of the waiters who looked like a supervisor) about equipping waiters with adequate information before sending them off to interface with guests. 

It is not a cheap place and as such I expected a little bit more in terms of service.  This was our first time and we agreed we would most likely not return. 

And before I forget, music was too loud, (guess I'm too OLD!)More",3,01/05/2018,4,Noir
4559,Mexgir,Nice restaurant but soupy salad,"The ambience is simply fantastic. You’d have to make a reservation first before coming. On arrival I was taking to our table, our waiter seemed to have too much on his mind or he probably was having one of those off days so he kept...mixing up our orders or didn’t place the order in the kitchen at all but other than that, the other waiters were professional and tried to salvage the situation. Cocktails were pretty and descent and so was our meal. If it’s a full night parking your car might be an issue is one downside. The band was so so fantastic, they played good music through the evening, I literally had goosebumps.we went on a Friday night, music wasn’t loud so you could still hear yourself talk. Be warned Noir isn’t cheap so go with your pocket full! All in all it was a great night at Noir.More",3,01/06/2018,4,Noir
4560,iyoboi,Didn’t live up to expectations,"I was there the first time for dinner with my husband and a friend and the service and food were very good. 

The second time was for lunch, ordered a prawn salad and it came with only 3 prawns, the arugula was all covered with...such an intense ginger dressing that it was imposible to eat. If you want to order this salad, suggest to ask for the dressing separately. 

Cocktails are great.More",3,01/05/2018,4,Noir
4561,rborgi,Dinner at Noir,"The ambiance, service and food were amazing, something i never thought i would see in lagos, by far best place to dine in town!!",4,01/05/2018,4,Noir
4562,TaofickO,Memorably Exquisite Dining,"Noir is a nice place, it appears to have a supermarket below and the restaurant on top. Simple clean decor with a warehouse feel cause of the wire mesh sealing of the supermarket below. 
The food is of very good standard right from the starter...More",5,01/02/2018,4,Noir
4563,Ashley648,"Lagos Restaurants, Get you a Paku!",My husband and I tried Noir for our anniversary dinner and really enjoyed it. I regret not writing this review sooner as I have forgotten the names of dishes we tried. The entrees were just okay but the service made up for that. Not only...More,4,01/03/2018,4,Noir
4564,dunetpeek,Better service required- food underwhelming,"Was here for a celebration and after negotiating our waythrough some stairs and wire fencing  above a supermarket/ deli, found ourselves in a nicely decorated space with interesting artwork. The waiters and waitresses were friendly and earnest but rather muddled service ensued, particularly with the...More",4,01/04/2018,4,Noir
4565,WIH-Intl,Birthday Dinner for Family Member,"Fine Dining at its Finest... 

Modern French Cuisine...

Varied menu... Finest quality of food.. 

Exceptional service , Exceptional Food",3,01/03/2018,4,Noir
4566,TheGlamLotus,Nok is a Foodie Gem.,Exceptional Service and Food.  Love the decor and ambiance of this restaurant. Its casual creative vibe and good food makes this restaurant a must visit.  The Blackened Catfish with the Plaintain Beignets are a must.  They have a Moctail Menu as well and vegan options.,3.5,01/08/2023,3.5,Nok by Alara
4567,329bhaveshm,"Amazing ambience, excellent service and food","Nok has amazing ambience with both inside and outside seating. The service is excellent, the food was very good , albeit they didn't have a quarter of the items on the menu. They also have a shop selling their designs.",3.5,01/09/2022,3.5,Nok by Alara
4568,Figueiredo_Ricardo,Not worth the price (not even close),"Food is super average when it comes to taste. I asked for a beef with suya crust and the meat was tough and not tasty. Besides they coupled it with scrambled eggs (dry) and a random salad. 

Price per dish is around NGN10k, which for...me is a robbery for what I have eaten.More",4,01/06/2022,3.5,Nok by Alara
4569,JusticeJoyce,"Food = Great, Service = Lacking, Menus Need Updating","Made reservations online or via WhatsApp
Dined outdoors. 
Had to flag down a server. Later learned he was the manager or someone of authority. 
They didn't have the lobster entree. 
Ordered Shrimp Yaji. Oxtail. Jollof. Plantain Beignets. Salad. Water as the drinks were not where...I wanted to spend my money given all the food I was happy to try. 

Salad actually came with a dressing that was not mayo based as it seems to be the standard here. 

They grill live as we sat too close and the smokey grill can reach you at some point. 

Cute ambience for the patio/outdoor space. You'll want the fans going to keep mosquitoes away but I always forget smokers exist around here. Le sigh. 

After dining at the table we sat in the cute lounge area and the furniture is adorable. So much so, I took pictures to get replicas. 

Jerk chicken was appropriately spiced. 
Shrimps are not popcorn but nothing large. They are battered and the sauce was good. Has a tang of sweet and bitter with spice. I miss fried shrimp so much that I would have ordered 2 servings if I didn't already start the smorgasbord. 

Check my pictures for costs, plating and know they'll be busy at night so be prepared to wait for service or write out your entire order as I did to help move things along. Pacing for food delivery was better than the average competitor in the area but a tad delayed at this price point. 

Definitely would recommend with a cautionary note that service is overwhelmed with the patron count & area they cover so prepare to wait.More",3.5,01/01/2022,3.5,Nok by Alara
4570,fokuy2021,Not worth it,The food and drinks are subpar at most and the drinks are pricey. It’s not worth the waste of funds.,5,01/12/2021,3.5,Nok by Alara
4571,ikebunord,Excellent Meals with Great service!!!,"Being the kind of person that I am, when visiting a restaurant I always look forward to maintaining a low key irrespective of my status, where eyes won't be focused on me, it was nice to see the height of professionalism in terms of service...I enjoyed @ NOK yesterday, 
The spicy cornbread and chicken suya was the icing after tasty AMALA MEAL, 
WELL MY NEXT VISIT, AM LOOKING FORWARD TO IT WITH SOME FRIENDSMore",4,01/11/2021,3.5,Nok by Alara
4572,Sophia B,Food was disgusting and they stole 100 USD from me,"Two weeks ago I had dinner with three people at NOK. The food was horrible - the „lobster“ wasn’t a lobster, the meat was chewy and old, the sauce had a disgustingly tingy stench, the chicken was dry and sad. But that’s not the reason...why I am writing this review. The reason is theft. After we had our horrible meal - again I cannot stress this enough, three out of two main dishes were proper disgusting, one was okayish and the starters were an insolence - we paid with our credit card. The bill was 200 USD for four people, we split and paid 100 USD for two. I gave the waiter (who was nice, but very badly trained) my credit card. He swiped and told me it hadn’t gone through and that we had to do it again. I didn’t mind. I wasn’t surprised that the POS didn’t work properly in this restaurant. The waiter swiped again. This time, he told us, everything was fine. When I checked my credit card statement the next day, it showed that NOK had double booked my card. Turns out it did work the first time, the waiter just decided to take money from my card twice. I contacted the restaurant and explained the issue to the manager. I though ‘hey your food might be disgusting and your entire menu a pretentious overprice joke, but that doesn’t mean that you would steal from me.‘ Turns out I was wrong. Not only did the manager react in a very unfriendly manner when I told him his waiter had stolen 100 USD from my card, until this day, NOK has not given back the money they stole from me. I have written them dozens of WhatsApp messages, I have given them my banking details, I have sent them a copy of my credit card statement - and still: nothing. NOK’s so-called manager even admitted that they had stolen my money - he asked his bank and they confirmed that they had taken double the amount I was supposed to pay from my card - but that didn’t lead to them transferring me my money back, let alone apologize for their grave mistake. I don’t know what to do anymore. I don’t live in Lagos - otherwise I would have called the police by now. I am back in Europe and this restaurant stole from me. I would have never written a review about their disgusting food and ridiculous service, but this is too much. I cannot quietly accept a restaurant stealing 100 USD from me - this is simply too outrageous. This is criminal.More",1,01/06/2021,3.5,Nok by Alara
4573,Subomi P,Artsy Atmosphere,"If you like to eat in places with character, then this would suit you. It has an artistic vibe to it. If you want to be introduced to Nigerian food in an upscale and pricey way, Nok is for you!",3,01/04/2021,3.5,Nok by Alara
4574,Tammy210,Lovely spot,"I had brunch here with friends and we found it to be pleasant. We all enjoyed the meals we had and the waiter was attentive. As it was afternoon, there were flies, so he offered to burn coffee which actually kept the flies away...we learnt...a new trick.

We sat outside, the decor was beautiful and the bright colours gave an upbeat vibe. I would go back.More",2,01/03/2021,3.5,Nok by Alara
4575,WesWessey288,HORRIBLE DON'T DO IT KEEP YOUR MONEY!!,"so my husbannnnnn wished to treat me. after we left the cinema. the restaurant itself is different as in the decorate. IT's just AN O,HZ-  OVER PRICED didtas FOOD! i did order but pleaded with my husbannnnnn to let us just leave the place and...go elsewhere to eat. he cancel my order on my behalf.""they offer no hand wash. u are given a spoon to eat your soup AND the soup served was sour. 1500 naira for tall bottle of water🤦🏾‍♀️. not somewhere i'd knowingly return too or would recommend. i have done my fair share of traveling AND i can a sure you i have neva been to a restaurant IN MY LIFE that does not smell of some sort of food. you have been warned🥂✌🏾.More",5,01/01/2021,3.5,Nok by Alara
4576,996faruql,The customer service,The atmosphere was nice but the customer service was very whack and very bad. The food too ain't it at all.,1,01/12/2020,3.5,Nok by Alara
4577,oluwajuwonlop2020,A birthday hangout,"the service rendered was very poor by an incompetent waiter, the lady was really rude. even the meal was nothing to write home about",3,01/12/2020,3.5,Nok by Alara
4578,bidemia2017,Waste of time and calories,"ambiance very crapy and cheap , chairs and tables unbalanced, 50% of the menu unavailable , a waste of time if u ask me , even the food was absolutely nothing to write about .",4,01/09/2020,3.5,Nok by Alara
4579,Ednut3000,Variety in Cocktails,"Really lovely cocktail options, I had at least 3 drinks before my appetizer and 6 drinks in total. The Morrocan Nigerian ambiance is really nice",1,01/01/2020,3.5,Nok by Alara
4580,Dher5,Favourite meal in Lagos,This was our favourite spot during our visit to Lagos. Great for vegetarians too - would certainly recommend the peanut stew with pounded yam!,1,01/02/2020,3.5,Nok by Alara
4581,sinkingswimmer,So many options on cocktail menu,"Long list of mixed drinks to choose from. Always the best place to go for good cocktails. Parking is almost never a problem at Nok
Staffs are polite (sometimes). Would be nice if staffs didn’t frown at the slightest delay to order",3.5,01/01/2020,3.5,Nok by Alara
4582,T-Africa2000,Funky little spot,What a fun spot with quirky décor and good service. We sat outside around the bar and at a table later and the atmosphere is lovely. The barmen and waiters were excellent. We had a couple of the BBQ dishes from the grill which we...More,3.5,01/11/2019,3.5,Nok by Alara
4583,jjadas,Desaster,"We arrived at 8 am we sited outside very nice decoration. Friendly staff except the arrogant lady manager who can t obviously control the operation.we place order the drinks came on tims, then we order for an other drink which started to detail like 15...More",4,01/11/2019,3.5,Nok by Alara
4584,itsdebby,"nice environment, okay food, good service","the place was nice and cozy, well i didn't have the best experience, it takes at least 30-50 mins to get your order, the cocktails were okay but the food wasn't up to par. i ordered mac and cheese with chicken and a side of...More",3.5,01/07/2019,3.5,Nok by Alara
4585,bleu_et_gris,Pan-African Fusion,"Nok is easily one of my favourite eating spots in Lagos. I have always sat in the outdoor area which is a very laid back setting and pleasantly decorated in what I would call African flair with a modern twist.

There are two food menus...More",4,01/10/2019,3.5,Nok by Alara
4586,Yumyumyaya,Lovely!,This is a great spot for drinks and bites. We also order some larger plates but it is expensive. The cocktails are great. The plantain appetizers are large and tasty. The ambiance is spot on. Will definitely return next time we're in Lagos!,4,01/10/2019,3.5,Nok by Alara
4587,vanBoheemen,Modern restaurant with good food and music.,"Trendy restaurant on Victoria island serving different African dishes outside from the grill. Nice, loud music and good atmosphere. Try the palm wine",1,01/09/2019,3.5,Nok by Alara
4588,rhdn,Nok by Alara is it!,"The Nok by Alara is an interesting concept. The building houses a bar, restaurant and store with outdoor sitting area. It has been tastefully designed to embrace an Africa theme with attitude. 

I had lunch at the restaurant with my friend. The meals were delicious....More",3,01/07/2019,3.5,Nok by Alara
4589,mercym356,Best place to be in Lagos,Visited Lagos for the first time and Nok was recommended by a friend. It didn’t disappoint the ambience is amazing and the food is out of this world. Its a must go if you are in Lagos,5,01/08/2019,3.5,Nok by Alara
4590,vadopiano,Great atmosphere and excellent local food!,"I was at NOK by Alara during a business trip and had the opportunity to experience several dishes, all local, that gave us a great flavor of the Nigerian taste. 
Beautiful atmosphere! Definitely an excellent choice! Thank you!",4,01/05/2019,3.5,Nok by Alara
4591,margaretolele,Reataurant with an Attitude,"I was introduced to Nok through a friend. What strikes you is the red exterior and the interesting art shop as you make your way to the 

restaurant. Truth be told - I had the best grilled fish at Nok with some grains that looked...More",5,01/02/2019,3.5,Nok by Alara
4592,477Guus,Great and original food!,This is one of my favorite places in Lagos - original dishes with an African Fusion twist. They have both inside and outside seating (with separate menus). Service can be slow but it is worth the wait. Also a good place to try Palm Wine,5,01/04/2019,3.5,Nok by Alara
4593,rikwuts,Great food in a wonderful setting,"This restaurant, part of a larger complex with a very hip clothing shop and an outdoor bar, was a breath of fresh air. Very well designed, 'African chic' kind of interior. Dark but very cozy. The kind of experience you would expect in Mayfair. 

The...More",5,01/04/2019,3.5,Nok by Alara
4594,1girl_1passport,Disappointing all around,"I was really looking forward to checking this place out and I can't believe I wasted my time coming here. 

This place is a waste of time. Poor reception. Poor customer service.

The service is so bad waited over 1hr to get our drinks and...More",5,01/11/2018,3.5,Nok by Alara
4595,135elisen,All-around great experience,"Creative drinks, delicious food, great vibe and attentive service. We loved this place so much, we ate here twice in our three nights in town. Only complaint is that they do not accommodate American credit cards. Take cash!",3,01/03/2019,3.5,Nok by Alara
4596,Freja A,Nice place but don’t come for the food,"We went to NOK for a work dinner. The staff is good, the place is nice, the drinks are interesting, but the food is nothing special. For a place like NOK one expects impressive food, it was not at all. We had three different main...More",3.5,01/02/2019,3.5,Nok by Alara
4597,Michael A,Disappointing,"Can't believe I spent my time to check this place out. The place is crap. Poor reception. Poor customer service. 
Do not even think of this place if you want to have a good time.",3.5,01/02/2019,3.5,Nok by Alara
4598,Data P,"Lovely Restaurant, inventive cocktails and food",My friend is a foodie based in Vienna so I wanted to take her out to dinner to a place that is unpretentious but with interesting and tasty food. My daughter recommended Nok restaurant. It was a bit hard to find because there is no...More,4,01/01/2019,3.5,Nok by Alara
4599,brendas329,Fun experience with work colleagues,We were in Lagos for 5 days expecting to have every meal at our company facilities ... but then our host fortunately stepped in and suggested that we go to a local restaurant for a group dinner to include both the visitors and local leadership...More,3.5,01/11/2018,3.5,Nok by Alara
4600,Oge O,Nok..,"Cool place, very coordinated. No loud music and I really liked it. The food is quite pricey, small, tasty but not fantastic.",4,01/08/2018,3.5,Nok by Alara
4601,247Alexana,Afro-indie fusion of food and vibes,"This location has some of the most inventive cocktails I have experienced in a while...the food was good and the service was cordial. 
And oh...when approaching the restaurant go towards the right, that's where the main entrance is(don't make the mistake I made by going...More",1,01/04/2018,3.5,Nok by Alara
4602,ManRash2,"Fantastic Meal, Brilliant Ambience",I had read so many positive reviews about this place. Decided to try it out with my wife. And we were not disappointed. The meals were fresh and really nice. The waiters/waitresses took the time to explain every detail. I'm looking forward to my next...More,4,01/06/2018,3.5,Nok by Alara
4603,Todd J,Very good local food that is elevated.,"Good food, great atmosphere.  I've been here a number of times.  This place features local food.  Good selection of drinks, good service.",5,01/12/2017,3.5,Nok by Alara
4604,JulieBMW,Great outdoor space but no AC indoors,"I went here with the group and the food was really pretty good. However, I was very warm all evening as the indoor restaurant area did not seem to have any air-conditioning. Several of the menu items are very spicy, so if that’s not your...More",4,01/06/2018,3.5,Nok by Alara
4605,431adakua,Beautiful Ambience not so great food,"Environment was beautiful. Ethnic setting, good music great ambience. Drinks were great with names to remember. My fave was “ogogoro colins”, I recommend. Dinner for me was the lamb and potato mash 👎🏿. Lamb was heavily seasoned and mash was not great. Sautéed veggies didn’t...More",4,01/06/2018,3.5,Nok by Alara
4606,Nicci D,Good spread of local food,"We visited in a large group and the restaurant served us a 9 course meal that gave us a good taste of a broad spectrum of Nigerian food, all very nicely prepared and extremely tasty!",5,01/05/2018,3.5,Nok by Alara
4607,Ayomide S,MUST VISIT,"The architecture. The Space. The Cocktails. The FOOD, Oh the Food. You have to go for yourself. If you visit Lagos and you dont go to Nok by Alara, Did you really visit Lagos, lol! Also a top one for Shortwayhome.co travelers",4,01/09/2017,3.5,Nok by Alara
4608,jfermons,Good option for dinner and drinks,"This place offers fancy African food; not only Nigerian. Both the service and the venue are great. They have a spectacular seating area outdoors that is perfect to have some cocktails at night.

Most of the food was very good; the only thing they failed...More",3,01/04/2018,3.5,Nok by Alara
4609,okolie_ken,Friday night hangout,"Very nice ambience, great barbecue, nice architectural details. I really loved the placement of the light pieces.",3,01/04/2018,3.5,Nok by Alara
4610,Awesome2210,Nice Ambience,Nice Ambience for a fine dining experience in Lagos. The food is an African fusion. Not authentic African taste.,4,01/04/2018,3.5,Nok by Alara
4611,Chichi N,overrated,"i think people mostly go to take pictures at the back of the restaurant for the gram. Menu is limited n pricey, food isnt fantastic.",3.5,01/03/2018,3.5,Nok by Alara
4612,Madban,"Outstanding Ambience, Average Food","The atmposphere, music, decor and the vibe of the restaurant is excellent. So are the menus, both for food and drinks. However, unfortunately where Nok falls flat is in the taste of the food. Having heard lots of good things about it, we planned a...More",3.5,01/02/2018,3.5,Nok by Alara
4613,Dati3514,Mixed feelings,"The ambience and decor is amazing. However, the food is not that great. It is also a very pricey restaurant.",4,01/11/2017,3.5,Nok by Alara
4614,David A,Impressive,I eat twice at this place with two different clients last year. I was an American couple on a business trip to Nigeria while the other is a young fine lady from Singapore. They enjoyed the meal and the ambient while I loved their creative...More,3.5,01/12/2017,3.5,Nok by Alara
4615,gaziedecker,Been 2x... will visit again!,"The cultural theme & setting outside is unique (I prefer to sit in the garden)... the cane chairs, cane lamps & the different coloured furniture. Found good options that work for me as I am pescatarian.",2,01/09/2017,3.5,Nok by Alara
4616,Farai N,Middle of the Road,I attended with family for brunch- mix of ages ( young kids and adults) . Service was top notch (swift and attentive) Cocktails and Mocktails were fab. Kids enjoyed their coconut pancakes. My peanut chicken was  nothing to write home about (dry) .  Its also...More,3,01/12/2017,3.5,Nok by Alara
4617,LionAmerica,Mr,"Great Ambiance,perfect  greetings. Good  menu, wine list. The chef came to the table  with recommandations.
Service was good and fast.
Food  was tasty.very nice African music. I will go back",3,01/12/2017,3.5,Nok by Alara
4618,African T,lovely west african fusion food in a beautiful setting,"Loved this place: Beautiful little plates of creative interpretations of west african delicacies. No overwhelming portions or ""pile it high"" mentality here - allowing you to enjoy a variety of tastes, flavours in a gorgeously decorated space.",3,01/04/2017,3.5,Nok by Alara
4619,tempest872,"Good venue, okay food",We went to Nok as a group of colleagues celebrating a work-related victory. We stayed in the garden. Lovely ambience but the lighting was poor for actually seeing what you are eating. We had to resort to using our phones for illumination. Our seats were...More,4,01/12/2017,3.5,Nok by Alara
4620,ballanley k,My NOK Experience,"The restaurant was highly recommended by some friends. We arrived at about 7pm for dinner, lovely ambiance, cool music and very African look- really liked the set-up. Food arrived on time but was quite disappointing for me, snail was too tiny and had a slippery...More",3,01/11/2017,3.5,Nok by Alara
4621,93addya,They do cuisine and ambiance very well...,"I love Nok. From the building to the food to the service, everything was stellar. It is an example of what an African restaurant should be. I would only request that they expand the menu a bit and give us more delicious creations.",4,01/12/2017,3.5,Nok by Alara
4622,Tinuks,A nice little corner of Lagos,My meal was quite tasty. A modern (and sometimes fusion) twist to local dishes. I like that the menu was simple as that made it much easier to decide what I was going to eat. It's slightly pricey but still affirdable.,5,01/11/2017,3.5,Nok by Alara
4623,nyarmama,Contemporary West African Cuisine,Whenever I'm in Lagos I try something different from the local cuisine - from snails to nkwobi. But the body could only take so much of this. NOK's menu options are great for those of us willing to try something new but with limited capacity...More,3,01/11/2017,3.5,Nok by Alara
4624,Wole O,you can be better than this...,"the first time I was at Nok earlier this year, the meat was off, and i had the order replaced. i assumed it was a one off. the second time i was there. same thing. this time, i just left it. i'm not going to...More",3,01/12/2017,3.5,Nok by Alara
4625,Ade2566,Just OK Dining,"Heard so much about Nok by Alara and looked forward to visiting the restaurant situated inside the iconic building on Akin Olugbade St., Victoria Island Lagos. Building also houses the fashion house Alara. From the onset in arrival you feel a sense of excitement and...More",5,01/12/2017,3.5,Nok by Alara
4626,Oyesola,Very average for the amount you pay,"It was my birthday and my husband and I decided to go here for birthday dinner. It was our first time there. My friend recommended it but I'd have to say this place is highly overrated. 

We had the oxtail hotpot as starter. Cost about...More",3.5,01/11/2017,3.5,Nok by Alara
4627,SeanF2295,A very nice and different meal,"If you are in Lagos and near Victoria Island I highly recommend this Africa fusion restaurant. A very interesting menu and nice environment.

I had Jerk Chicken with rice and it was delicious. My colleague had a lamb dish which was equally good.",3.5,01/11/2017,3.5,Nok by Alara
4628,Keishey00,Small and boujee,"Really nice venue and vibe. Very impressive, they have really
Put in a lot of thought and hard work.. that is clear to see. The cocktails are one of the best I have ever had... and I’m from
The city of cocktails (london ) so...More",4,01/10/2017,3.5,Nok by Alara
